"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Krtcap2",4.54650976685498e-22,0.268176477364787,0.543,0.359,6.78930303484454e-18,"4","Krtcap2"
"Hnrnpdl",3.2401032920938e-20,0.273920573531163,0.319,0.186,4.83844624608366e-16,"4","Hnrnpdl"
"Hmgb21",0,2.20940860475625,0.781,0.167,0,"5","Hmgb2"
"Ube2c",0,1.58462148262981,0.486,0.04,0,"5","Ube2c"
"2810417H13Rik",0,1.56420729698591,0.497,0.044,0,"5","2810417H13Rik"
"Top2a",0,1.44482837912624,0.398,0.017,0,"5","Top2a"
"Cenpf",0,1.42046472729648,0.435,0.034,0,"5","Cenpf"
"Cks2",0,1.4158588664354,0.483,0.042,0,"5","Cks2"
"Pbk",0,1.32333103107632,0.487,0.031,0,"5","Pbk"
"Rrm2",0,1.26611036969876,0.401,0.03,0,"5","Rrm2"
"Cenpa",0,1.2652896040819,0.381,0.027,0,"5","Cenpa"
"Hist1h2ap",0,1.23227268442957,0.258,0.011,0,"5","Hist1h2ap"
"Nusap1",0,1.18080854154444,0.364,0.014,0,"5","Nusap1"
"Cdk1",0,1.17009526276354,0.402,0.032,0,"5","Cdk1"
"Ccnb1",0,1.15760426826855,0.352,0.014,0,"5","Ccnb1"
"Cdca8",0,1.15681491929404,0.42,0.026,0,"5","Cdca8"
"Birc5",0,1.13802377941759,0.41,0.029,0,"5","Birc5"
"Prc1",0,1.13778316681235,0.381,0.02,0,"5","Prc1"
"Lockd",0,1.12679243291377,0.426,0.039,0,"5","Lockd"
"Cdca3",0,1.07979210147597,0.371,0.019,0,"5","Cdca3"
"Cdc20",0,1.04725138133929,0.313,0.015,0,"5","Cdc20"
"Tpx2",0,1.00046367919802,0.343,0.014,0,"5","Tpx2"
"Smc2",0,0.991857947566569,0.376,0.035,0,"5","Smc2"
"Spc25",0,0.971844204234111,0.33,0.021,0,"5","Spc25"
"Mki67",0,0.912681046957594,0.281,0.009,0,"5","Mki67"
"Spc24",0,0.841592459635825,0.323,0.023,0,"5","Spc24"
"Ccna2",0,0.816448484053404,0.286,0.01,0,"5","Ccna2"
"Racgap1",0,0.754744066964728,0.271,0.019,0,"5","Racgap1"
"Tmpo",4.90578983188769e-308,1.01897931892945,0.417,0.061,7.32581595595788e-304,"5","Tmpo"
"Lmnb1",8.30292544293311e-297,0.946006085102464,0.385,0.053,1.2398758563932e-292,"5","Lmnb1"
"Smc4",1.24179199284445e-294,0.790357677041476,0.271,0.025,1.85436798291461e-290,"5","Smc4"
"Cenpm",1.01028594427139e-277,0.695827460698052,0.281,0.028,1.50866000058047e-273,"5","Cenpm"
"Cdca7",1.42722997658199e-274,0.84529120191887,0.277,0.028,2.13128252402988e-270,"5","Cdca7"
"H2afx",1.91673102615714e-240,1.19478766758733,0.486,0.108,2.86225444136046e-236,"5","H2afx"
"Dlx2",2.3644289828826e-224,0.871552607894132,0.288,0.038,3.53080180013858e-220,"5","Dlx2"
"Ezh2",1.5276382223018e-214,0.746141498469631,0.283,0.038,2.28122215736327e-210,"5","Ezh2"
"Cks1b",8.98130176539123e-213,0.886217543598145,0.375,0.068,1.34117779262587e-208,"5","Cks1b"
"H2afz5",3.63904485978647e-211,1.47688975513414,0.862,0.567,5.43418568911913e-207,"5","H2afz"
"Hmgn23",1.54850459064465e-209,1.62278970148715,0.754,0.363,2.31238190520965e-205,"5","Hmgn2"
"Pmf1",1.1243652705027e-193,0.602118572795417,0.251,0.033,1.67901465844169e-189,"5","Pmf1"
"H2afv2",1.30463466066109e-192,1.26399569262609,0.714,0.328,1.94821093876521e-188,"5","H2afv"
"Dlx1",1.19213562493813e-158,0.781150075369547,0.286,0.051,1.78021612872011e-154,"5","Dlx1"
"Nasp",7.3949789710406e-151,0.868402460097955,0.365,0.088,1.10429220974549e-146,"5","Nasp"
"Hmgb11",3.2056525777808e-145,0.87082531837937,0.94,0.831,4.78700099440006e-141,"5","Hmgb1"
"Anp32e",3.35046679715423e-137,0.916057325517264,0.544,0.202,5.00325206819041e-133,"5","Anp32e"
"H1fx1",7.56446735480009e-137,1.02023761785021,0.6,0.252,1.1296019100923e-132,"5","H1fx"
"Ccdc34",2.73660733076161e-132,0.819896492973195,0.506,0.172,4.08657572702632e-128,"5","Ccdc34"
"Igfbpl1",3.54357634401724e-121,0.918565276801988,0.296,0.068,5.29162255452094e-117,"5","Igfbpl1"
"Dnajc9",8.37427367355115e-118,0.602437340248074,0.309,0.075,1.25053028767139e-113,"5","Dnajc9"
"Ptma4",3.72731691261227e-112,1.06823772374999,0.914,0.78,5.56600234560391e-108,"5","Ptma"
"Dek",4.70121252796241e-112,0.785517213210065,0.452,0.156,7.02032066800627e-108,"5","Dek"
"H3f3b3",1.27094971346951e-108,0.934181281462499,0.894,0.732,1.89790920712402e-104,"5","H3f3b"
"Hmgn11",1.87706409333195e-107,0.926544114358094,0.626,0.329,2.80301981057261e-103,"5","Hmgn1"
"Anp32b",5.01716641669353e-105,0.800052283889263,0.514,0.206,7.49213461004845e-101,"5","Anp32b"
"H1f0",1.02020404027072e-97,0.897420527342995,0.44,0.166,1.52347069333627e-93,"5","H1f0"
"Zbtb201",2.69480045423386e-97,0.761480347745425,0.414,0.146,4.02414551830742e-93,"5","Zbtb20"
"Ran",6.35424812893691e-97,0.824589624891011,0.694,0.419,9.48879873094149e-93,"5","Ran"
"Ube2s1",2.20869312332245e-96,0.789989705346151,0.785,0.528,3.29824144105742e-92,"5","Ube2s"
"Pou3f21",2.39269850947873e-93,0.526358605443092,0.267,0.068,3.57301668420458e-89,"5","Pou3f2"
"Hmgb31",1.63576920108951e-92,0.795831944984253,0.591,0.292,2.44269414798697e-88,"5","Hmgb3"
"Mfap2",5.94058799598957e-92,0.607485592073741,0.283,0.076,8.87108005441122e-88,"5","Mfap2"
"Hdgf",2.05193000126448e-90,0.720740101066243,0.482,0.2,3.06414707088825e-86,"5","Hdgf"
"Dut",2.07092293146697e-88,0.665615112584052,0.402,0.144,3.09250921355963e-84,"5","Dut"
"Tuba1b1",1.5174572222377e-86,0.708670181480438,0.85,0.714,2.26601886996756e-82,"5","Tuba1b"
"Hnrnpab",3.59150956305297e-85,0.718423058161464,0.409,0.158,5.36320123050701e-81,"5","Hnrnpab"
"Mdk1",5.59427888200129e-85,0.730822889237727,0.432,0.169,8.35393665449253e-81,"5","Mdk"
"Ctcf",1.12828169216352e-84,0.517547254409847,0.268,0.074,1.68486305090779e-80,"5","Ctcf"
"H2afy1",1.00148457939304e-83,0.707624706910759,0.457,0.189,1.49551692240762e-79,"5","H2afy"
"Cdk41",6.36755052137813e-83,0.793273674388461,0.532,0.264,9.50866319357397e-79,"5","Cdk4"
"Bub3",3.70758293559259e-82,0.623181967951251,0.349,0.119,5.53653359772042e-78,"5","Bub3"
"Ccnd25",1.20664985920126e-79,1.24087368795434,0.651,0.437,1.80189023474524e-75,"5","Ccnd2"
"Ssrp1",6.77380000635843e-79,0.538354029213817,0.324,0.105,1.0115315549495e-74,"5","Ssrp1"
"Fubp11",1.56160064298878e-78,0.567827042056497,0.365,0.13,2.33193824017514e-74,"5","Fubp1"
"Smc1a",5.59430500020867e-77,0.479156160964734,0.257,0.073,8.3539756568116e-73,"5","Smc1a"
"Nono",7.95749496416408e-77,0.569189603520931,0.404,0.152,1.18829272299862e-72,"5","Nono"
"Sox21",2.54092450091835e-76,0.603483288038775,0.452,0.187,3.79436255722137e-72,"5","Sox2"
"Ilf2",5.11179860275981e-76,0.60007654574402,0.415,0.163,7.63344885350122e-72,"5","Ilf2"
"Arl6ip15",1.07458776815046e-75,1.03812117909419,0.575,0.317,1.60468191417908e-71,"5","Arl6ip1"
"Hnrnpa12",3.66956506979735e-74,0.72901858117609,0.655,0.414,5.47976151872838e-70,"5","Hnrnpa1"
"Tubb52",8.55436313043708e-73,0.569898817860736,0.971,0.929,1.27742304626817e-68,"5","Tubb5"
"Nfib1",1.94244699257525e-71,0.743942672267933,0.419,0.18,2.90065609401262e-67,"5","Nfib"
"Sox113",2.35060215978544e-71,1.03740716567431,0.59,0.351,3.51015420520759e-67,"5","Sox11"
"Srsf3",3.3780977940898e-71,0.649489185358819,0.553,0.287,5.04451343591429e-67,"5","Srsf3"
"Hnrnph3",7.70602256068292e-70,0.488167089757797,0.284,0.091,1.15074034898678e-65,"5","Hnrnph3"
"Alyref",1.52183007235027e-68,0.649514943058402,0.62,0.364,2.27254884704066e-64,"5","Alyref"
"Abracl",2.08259260302841e-68,0.571119577865687,0.296,0.099,3.10993553410232e-64,"5","Abracl"
"Pbrm1",2.12371418435186e-68,0.442149596704872,0.267,0.082,3.17134239149264e-64,"5","Pbrm1"
"Pttg1",2.65635186149054e-68,0.59477906539547,0.288,0.096,3.96673023476383e-64,"5","Pttg1"
"Rad21",5.86602678485117e-68,0.472316836639359,0.291,0.095,8.75973779781826e-64,"5","Rad21"
"2700094K13Rik1",1.09870375927327e-67,0.60166037719938,0.668,0.423,1.64069432372277e-63,"5","2700094K13Rik"
"Hnrnpd",1.29757325553582e-67,0.584403433888361,0.342,0.129,1.93766614249163e-63,"5","Hnrnpd"
"Ubald2",1.3655895107308e-67,0.558200157568425,0.379,0.15,2.0392348163743e-63,"5","Ubald2"
"H3f3a3",1.67646818215824e-67,0.716618426985566,0.785,0.617,2.5034699364169e-63,"5","H3f3a"
"Hnrnpa2b1",9.20963104123038e-65,0.642310169953749,0.678,0.441,1.37527420338693e-60,"5","Hnrnpa2b1"
"Brd8",1.55572891098826e-64,0.421279510034658,0.251,0.077,2.32316998277877e-60,"5","Brd8"
"Nsmce4a",2.38310984287442e-64,0.439818643706447,0.277,0.091,3.55869792836437e-60,"5","Nsmce4a"
"Lsm8",2.28225350009143e-63,0.476629554345633,0.313,0.111,3.40808915168654e-59,"5","Lsm8"
"Cdk2ap1",2.33734696706121e-63,0.59860917160349,0.453,0.208,3.49036022591251e-59,"5","Cdk2ap1"
"Sf3b11",1.27070796221859e-62,0.492989103445978,0.352,0.136,1.89754819998102e-58,"5","Sf3b1"
"Lsm5",5.39318298505424e-62,0.546805307788741,0.547,0.285,8.05364015158149e-58,"5","Lsm5"
"Srsf7",6.43497896664594e-61,0.548092477542624,0.421,0.187,9.60935409089239e-57,"5","Srsf7"
"Cbx1",7.07221301920793e-61,0.494401405883162,0.44,0.195,1.05609357015832e-56,"5","Cbx1"
"Ddx39b",9.18630258695431e-61,0.57212492281615,0.48,0.234,1.37179056530989e-56,"5","Ddx39b"
"Srrm23",1.45850556405595e-60,0.571139578930123,0.472,0.23,2.17798635880475e-56,"5","Srrm2"
"Tia11",2.61780628025205e-60,0.437677326765224,0.273,0.093,3.90917011830039e-56,"5","Tia1"
"Ranbp11",5.05558712332483e-60,0.585752772259161,0.757,0.568,7.54950825126097e-56,"5","Ranbp1"
"Rbm32",1.03593769791429e-59,0.642473220452224,0.665,0.463,1.54696576429541e-55,"5","Rbm3"
"Ddah2",1.27642003244479e-58,0.562541729183025,0.48,0.232,1.90607803444981e-54,"5","Ddah2"
"Nucks1",1.30170954101179e-58,0.587703416994078,0.604,0.357,1.9438428575929e-54,"5","Nucks1"
"Sae1",1.67481906491118e-58,0.44090609743509,0.328,0.124,2.50100730963186e-54,"5","Sae1"
"G3bp1",6.69396817097163e-58,0.476331554361561,0.333,0.13,9.99610266971194e-54,"5","G3bp1"
"Srsf24",3.09319048451516e-57,0.603991107955511,0.492,0.257,4.61906135052649e-53,"5","Srsf2"
"Zfp422",4.57778649504604e-57,0.410835742853091,0.256,0.085,6.83600857305225e-53,"5","Zfp422"
"Sumo2",4.68558096910788e-57,0.481569169444841,0.851,0.739,6.99697806116879e-53,"5","Sumo2"
"Smarcc1",4.32057533730014e-56,0.443996400821748,0.283,0.101,6.4519151511903e-52,"5","Smarcc1"
"Hnrnpa31",1.45846940106163e-55,0.606577756289095,0.548,0.313,2.17793235660533e-51,"5","Hnrnpa3"
"Smarca5",1.97946154980319e-55,0.372914690501457,0.252,0.084,2.9559299323211e-51,"5","Smarca5"
"Sfpq",2.75369825422072e-55,0.52840907775984,0.437,0.206,4.1120976030278e-51,"5","Sfpq"
"H2afy2",5.33060897400529e-55,0.436776100086063,0.294,0.108,7.96019838088211e-51,"5","H2afy2"
"Tra2b",6.26010082357219e-55,0.487700865173507,0.425,0.195,9.34820855984035e-51,"5","Tra2b"
"Rbbp4",7.75647756588095e-55,0.442812528222261,0.312,0.12,1.158274794913e-50,"5","Rbbp4"
"Psip11",1.0330373222671e-54,0.523400293798598,0.595,0.348,1.54263463334146e-50,"5","Psip1"
"Prpf40a",1.03615337148897e-53,0.416213591582403,0.272,0.097,1.54728782964448e-49,"5","Prpf40a"
"Lsm2",1.18853633588207e-53,0.473880549072188,0.338,0.138,1.77484131037269e-49,"5","Lsm2"
"Tubb4b",1.24465395052447e-53,0.606243751709384,0.53,0.301,1.85864174431818e-49,"5","Tubb4b"
"Ewsr1",2.89997340299446e-53,0.481945854198027,0.429,0.202,4.33053028269163e-49,"5","Ewsr1"
"Mpped2",3.63436758497325e-53,0.489421847946374,0.307,0.119,5.42720111464056e-49,"5","Mpped2"
"Tcf45",9.13079767843319e-53,0.630255520507312,0.549,0.323,1.36350201732043e-48,"5","Tcf4"
"Npm11",1.18612234701247e-52,0.571346852777911,0.609,0.385,1.77123650079372e-48,"5","Npm1"
"Srsf1",7.59062159610926e-51,0.428573937161946,0.304,0.12,1.133507522947e-46,"5","Srsf1"
"Srsf101",2.38577590813355e-50,0.434151312657781,0.363,0.156,3.56267916361582e-46,"5","Srsf10"
"Meis21",1.13551824411034e-49,0.375916848637985,0.388,0.171,1.69566939392997e-45,"5","Meis2"
"Hsp90aa1",2.95497528582995e-49,0.541625580423349,0.696,0.521,4.41266459432986e-45,"5","Hsp90aa1"
"Rbm394",3.65719667726219e-49,0.531436402453411,0.542,0.308,5.46129179815563e-45,"5","Rbm39"
"Hnrnpf2",4.58446791797931e-49,0.486435928027781,0.478,0.246,6.8459859419185e-45,"5","Hnrnpf"
"Hnrnpc",5.59995509927602e-49,0.478150137510214,0.439,0.215,8.36241294974889e-45,"5","Hnrnpc"
"Ccdc88a1",8.46264587260961e-49,0.449951417161908,0.323,0.133,1.26372690815679e-44,"5","Ccdc88a"
"Slbp",2.09808092201313e-48,0.486146136373379,0.283,0.111,3.13306424084221e-44,"5","Slbp"
"Rdx1",3.76486786450151e-48,0.433199005929819,0.395,0.18,5.62207718206011e-44,"5","Rdx"
"Xist1",5.13617801710103e-48,0.922808811645925,0.318,0.141,7.66985463293697e-44,"5","Xist"
"Hnrnpr1",6.673436899963e-48,0.469224204475465,0.363,0.162,9.96544332271475e-44,"5","Hnrnpr"
"Smc3",8.85118064903162e-47,0.363656616754249,0.251,0.092,1.32174680631989e-42,"5","Smc3"
"Ube2i",1.07862525325629e-46,0.439215383710189,0.381,0.176,1.61071109068762e-42,"5","Ube2i"
"Clic11",1.08888806581361e-46,0.355743616247866,0.327,0.134,1.62603654867947e-42,"5","Clic1"
"Snrpb",8.28528196567498e-46,0.480145821067422,0.53,0.304,1.23724115593425e-41,"5","Snrpb"
"Chic2",1.00688102892185e-45,0.402902656527326,0.251,0.094,1.50357544048901e-41,"5","Chic2"
"Hnrnpm",1.58015646426241e-45,0.421449993863292,0.363,0.164,2.35964764808306e-41,"5","Hnrnpm"
"Smarce1",4.9443672641769e-45,0.370268790883066,0.301,0.122,7.38342363559537e-41,"5","Smarce1"
"Hnrnpu",5.82488819873257e-45,0.440687915466818,0.384,0.183,8.69830554716735e-41,"5","Hnrnpu"
"Nudt21",6.24590740627293e-45,0.406087976416117,0.348,0.154,9.32701352978737e-41,"5","Nudt21"
"Sf3b2",1.23288363381021e-44,0.460407605443744,0.447,0.231,1.84106513036879e-40,"5","Sf3b2"
"Ssb",2.66538500942806e-44,0.446663061211915,0.432,0.218,3.98021943457893e-40,"5","Ssb"
"Srsf11",2.66741351697208e-44,0.422571601451894,0.38,0.177,3.98324860489441e-40,"5","Srsf11"
"Hnrnpk",7.19189281760969e-44,0.471189341477382,0.691,0.51,1.07396535445366e-39,"5","Hnrnpk"
"Ddx52",2.24125100266031e-43,0.483318341777829,0.579,0.355,3.34686012227264e-39,"5","Ddx5"
"Vim1",1.0164981321408e-42,0.40417598449937,0.284,0.116,1.51793666072586e-38,"5","Vim"
"Eif4a1",1.09639535001535e-42,0.404938387586205,0.843,0.729,1.63724717617793e-38,"5","Eif4a1"
"Hp1bp3",5.29354528078317e-42,0.424567907337051,0.401,0.197,7.9048511677935e-38,"5","Hp1bp3"
"Prdx2",1.36660268142719e-41,0.386688870191519,0.824,0.697,2.04074778417522e-37,"5","Prdx2"
"Rnaseh2c",2.02898774699743e-41,0.351209708954754,0.339,0.15,3.02988740259126e-37,"5","Rnaseh2c"
"Dazap1",4.48362501707267e-41,0.40628402238637,0.332,0.149,6.69539723799462e-37,"5","Dazap1"
"Top1",7.26296602420979e-41,0.433993271456584,0.487,0.266,1.08457871639525e-36,"5","Top1"
"Hn11",1.88665900240472e-40,0.397513215689017,0.829,0.669,2.81734788829097e-36,"5","Hn1"
"Pnn1",2.38241756010105e-40,0.384042045163976,0.311,0.135,3.5576641424989e-36,"5","Pnn"
"Snrpd1",2.51407143383046e-40,0.435324324427869,0.545,0.326,3.75426287213903e-36,"5","Snrpd1"
"Marcks2",9.37501738212799e-40,0.427772733072312,0.764,0.644,1.39997134567317e-35,"5","Marcks"
"U2af1",9.54117631115005e-40,0.437660922885834,0.535,0.311,1.42478385854404e-35,"5","U2af1"
"Khdrbs1",1.89685688520875e-39,0.360716770460236,0.273,0.114,2.83257638668223e-35,"5","Khdrbs1"
"Pcbp2",3.62928726035082e-39,0.447038114751839,0.518,0.313,5.41961466588187e-35,"5","Pcbp2"
"Vbp1",4.41648115749335e-39,0.386960314012729,0.352,0.165,6.59513131248483e-35,"5","Vbp1"
"Nfix1",1.47136039634936e-38,0.467806516159435,0.554,0.342,2.1971824798685e-34,"5","Nfix"
"Mat2a1",2.26915205401919e-38,0.374565441049832,0.27,0.114,3.38852476226686e-34,"5","Mat2a"
"Erh1",2.41558443210608e-38,0.335237861526438,0.856,0.729,3.60719223246401e-34,"5","Erh"
"Tpm4",2.53339951563348e-38,0.30579575771339,0.26,0.105,3.78312549669547e-34,"5","Tpm4"
"Idh21",3.55416512039757e-38,0.338913043450994,0.308,0.136,5.3074347742897e-34,"5","Idh2"
"Erdr11",4.738048833018e-38,0.375142633564936,0.306,0.137,7.07532832234577e-34,"5","Erdr1"
"Elavl11",5.45750417761793e-38,0.351072985771804,0.322,0.146,8.14969098843686e-34,"5","Elavl1"
"Ppp1cc",5.79378710279496e-38,0.384990208088992,0.402,0.205,8.65186228060371e-34,"5","Ppp1cc"
"Ncl",8.0883843542089e-38,0.455366701391352,0.57,0.365,1.20783843561402e-33,"5","Ncl"
"Hnrnpl",2.59838598443056e-37,0.383056988910442,0.468,0.255,3.88016979055015e-33,"5","Hnrnpl"
"Rbmxl1",9.93235270185066e-37,0.340653938326755,0.27,0.115,1.48319822896736e-32,"5","Rbmxl1"
"Paics",1.592312010573e-36,0.315557941343375,0.271,0.115,2.37779952538866e-32,"5","Paics"
"Nedd41",1.67061377726312e-36,0.364613744567061,0.378,0.187,2.49472755358701e-32,"5","Nedd4"
"Pa2g4",2.08590928222108e-36,0.358999088338104,0.301,0.136,3.11488833114073e-32,"5","Pa2g4"
"Hnrnph1",2.70399160454725e-36,0.345870287612674,0.303,0.137,4.0378706630704e-32,"5","Hnrnph1"
"Rbm8a",7.91823421430785e-36,0.373274084110325,0.432,0.23,1.18242991522259e-31,"5","Rbm8a"
"Fus4",2.11245087336773e-35,0.410563068462536,0.451,0.252,3.15452288920003e-31,"5","Fus"
"Hnrnpdl1",2.26002068237123e-35,0.409257447132418,0.363,0.184,3.37488888498496e-31,"5","Hnrnpdl"
"Lsm3",3.77023446481241e-35,0.322172910515862,0.316,0.146,5.63009112630437e-31,"5","Lsm3"
"Ppig",5.19491400859239e-35,0.336078550409804,0.271,0.119,7.75756508903102e-31,"5","Ppig"
"Rpa3",6.69454373318564e-35,0.311838917692091,0.262,0.112,9.99696215676612e-31,"5","Rpa3"
"Gm138891",1.21840689506117e-34,0.34213045107951,0.289,0.13,1.81944701639484e-30,"5","Gm13889"
"Anp32a",1.52117781890742e-34,0.407481712690905,0.524,0.319,2.27157483697446e-30,"5","Anp32a"
"Sox44",2.77373178791711e-34,0.632236260405213,0.58,0.427,4.14201367889661e-30,"5","Sox4"
"Btg11",3.06801830179685e-34,0.361611353618175,0.308,0.145,4.58147173007323e-30,"5","Btg1"
"Zfp2071",3.10654493248401e-34,0.349689329897041,0.289,0.132,4.63900354767837e-30,"5","Zfp207"
"Mrpl18",8.69973987264524e-34,0.373919984121249,0.381,0.198,1.29913215518211e-29,"5","Mrpl18"
"Rbm251",9.76011797007879e-34,0.382774909340004,0.355,0.181,1.45747841647187e-29,"5","Rbm25"
"Snrpg1",1.76019434975372e-33,0.381453509565544,0.758,0.606,2.62849822248723e-29,"5","Snrpg"
"Serbp1",2.04714178625918e-33,0.445084486756362,0.559,0.372,3.05699682942083e-29,"5","Serbp1"
"Matr3",3.63280781995825e-33,0.327030907335656,0.446,0.242,5.42487191754366e-29,"5","Matr3"
"Nap1l1",5.17985587368678e-33,0.420735141677061,0.493,0.298,7.73507877617647e-29,"5","Nap1l1"
"Trim28",1.02384778291027e-32,0.343277040318534,0.286,0.132,1.52891189421991e-28,"5","Trim28"
"Ppp1r14b",2.26787803221797e-32,0.439722342102542,0.497,0.308,3.3866222655111e-28,"5","Ppp1r14b"
"Snrpe",2.53298102556327e-32,0.389690580842367,0.599,0.401,3.78250056547364e-28,"5","Snrpe"
"Ubb1",3.55373794110061e-32,0.255674548193431,0.99,0.989,5.30679686744554e-28,"5","Ubb"
"Pnisr1",3.62972874695402e-32,0.31299624792924,0.292,0.135,5.42027393782644e-28,"5","Pnisr"
"Srsf6",7.9228035347151e-32,0.326061885456138,0.299,0.142,1.18311225183901e-27,"5","Srsf6"
"Tsn",1.21109125976132e-31,0.373530472606066,0.421,0.235,1.80852257820158e-27,"5","Tsn"
"Eif4a3",2.17618594406861e-31,0.293165413003102,0.283,0.13,3.24969847027766e-27,"5","Eif4a3"
"U2af2",3.67633412378031e-31,0.293284442880781,0.256,0.113,5.48986974704114e-27,"5","U2af2"
"Acin1",6.95420091201167e-31,0.328404199332784,0.267,0.123,1.0384708221907e-26,"5","Acin1"
"Stmn13",1.20472145113808e-30,0.256824676272665,0.991,0.97,1.79901054298449e-26,"5","Stmn1"
"Raly",1.35575511478806e-30,0.324147091410791,0.383,0.201,2.02454911291301e-26,"5","Raly"
"Son4",2.50121121887928e-30,0.352544608197834,0.55,0.342,3.73505871315243e-26,"5","Son"
"Impdh2",5.95819773146233e-30,0.322250458155473,0.267,0.124,8.8973766723927e-26,"5","Impdh2"
"Mettl91",2.23130701431698e-29,0.331449722374038,0.399,0.218,3.33201076447955e-25,"5","Mettl9"
"Set",5.07256236587991e-29,0.406213303371374,0.614,0.45,7.57485738096847e-25,"5","Set"
"Apex1",5.63967202542485e-29,0.30162828992012,0.298,0.145,8.42172223556693e-25,"5","Apex1"
"Wbp5",5.95847403510797e-29,0.371936466800169,0.552,0.357,8.89778927662674e-25,"5","Wbp5"
"Ankrd111",1.39103877423778e-28,0.2634429559623,0.257,0.118,2.07723820156928e-24,"5","Ankrd11"
"Rangap1",1.70759146879093e-28,0.326104098528682,0.296,0.145,2.5499463403455e-24,"5","Rangap1"
"Cbx33",4.04642177340818e-28,0.419589404751003,0.581,0.391,6.04252163423043e-24,"5","Cbx3"
"Dbn1",4.49497833630233e-28,0.3203994600607,0.371,0.199,6.71235114960026e-24,"5","Dbn1"
"Srrm11",7.24869384449553e-28,0.321246071058233,0.325,0.169,1.08244745179852e-23,"5","Srrm1"
"Snrpc",7.75414745402546e-28,0.330890517399445,0.445,0.256,1.15792683930962e-23,"5","Snrpc"
"Nsmce1",2.19074556972673e-27,0.28973281751204,0.284,0.14,3.27144035927293e-23,"5","Nsmce1"
"Carhsp1",2.6375369468183e-27,0.272613064037306,0.27,0.127,3.93863392268376e-23,"5","Carhsp1"
"Snrpa1",7.74166082396251e-27,0.271806487442011,0.261,0.124,1.15606221084232e-22,"5","Snrpa1"
"Rps27l",9.54589729031295e-27,0.350263990154149,0.571,0.387,1.42548884236243e-22,"5","Rps27l"
"Emg1",1.51693482733563e-26,0.284342269820863,0.313,0.16,2.2652387776603e-22,"5","Emg1"
"Cnbp",1.96908389320311e-26,0.361494174292028,0.477,0.301,2.94043297772021e-22,"5","Cnbp"
"Hdac2",3.66896709260274e-26,0.334229242113349,0.358,0.198,5.47886855938368e-22,"5","Hdac2"
"Akirin2",3.95119871442431e-26,0.33263236300196,0.334,0.179,5.90032504024983e-22,"5","Akirin2"
"Bcl11a",4.80750002769839e-26,0.385574252982426,0.263,0.13,7.17903979136201e-22,"5","Bcl11a"
"Tpr",4.97456556393259e-26,0.261874820633626,0.296,0.149,7.42851875662054e-22,"5","Tpr"
"Gapdh",1.07863592893565e-25,0.282788890983893,0.86,0.782,1.61072703267961e-21,"5","Gapdh"
"Tcp1",1.96077426148348e-25,0.276192609427076,0.364,0.199,2.92802420467329e-21,"5","Tcp1"
"Csnk1a1",3.71073585593644e-25,0.305309620671879,0.389,0.223,5.54124185366988e-21,"5","Csnk1a1"
"Shfm11",4.70515132853622e-25,0.287154725949376,0.805,0.672,7.02620247890313e-21,"5","Shfm1"
"Cbx5",7.16630315088071e-25,0.317342344365863,0.427,0.255,1.07014404952102e-20,"5","Cbx5"
"Btf3l4",1.32501820252596e-24,0.280553312141422,0.345,0.187,1.97864968183201e-20,"5","Btf3l4"
"Eef1d2",1.91210573617393e-24,0.299001956448687,0.424,0.253,2.85534749582853e-20,"5","Eef1d"
"Phf5a",2.34803002672561e-24,0.269638217514645,0.275,0.137,3.50631323890936e-20,"5","Phf5a"
"Lsm6",2.61147084072694e-24,0.303471036969012,0.558,0.37,3.89970940645754e-20,"5","Lsm6"
"Snrpf1",3.15759033289082e-24,0.328612813155983,0.565,0.388,4.71522964410586e-20,"5","Snrpf"
"Rbbp7",3.2404769427327e-24,0.254226897414199,0.27,0.134,4.83900421858274e-20,"5","Rbbp7"
"Mbd3",5.89214134322023e-24,0.312402333884137,0.399,0.233,8.79873466783076e-20,"5","Mbd3"
"Cct7",6.1013175865941e-24,0.316793025935042,0.488,0.309,9.11109755206097e-20,"5","Cct7"
"Hsp90b12",9.03950325115518e-24,0.284095060499764,0.284,0.147,1.349869020495e-19,"5","Hsp90b1"
"Nfia5",1.08473969640309e-23,0.389506399203226,0.452,0.288,1.61984178863874e-19,"5","Nfia"
"Gspt1",1.64072272737973e-23,0.274849974052805,0.257,0.129,2.45009124879615e-19,"5","Gspt1"
"Commd1",1.96990707536135e-23,0.270081593436011,0.345,0.189,2.9416622356371e-19,"5","Commd1"
"Myef21",3.42562949161672e-23,0.369707359261676,0.357,0.207,5.11549251983124e-19,"5","Myef2"
"Sf3b6",8.49298782510082e-23,0.295653328743311,0.44,0.268,1.2682578719223e-18,"5","Sf3b6"
"Slc24a51",9.64488382939189e-23,0.382834884902924,0.319,0.181,1.44027050224309e-18,"5","Slc24a5"
"Gm177501",1.69549081632025e-22,0.424835158183319,0.395,0.243,2.53187643601103e-18,"5","Gm17750"
"Eif3a",1.71332853402505e-22,0.264058615678799,0.278,0.145,2.55851349985961e-18,"5","Eif3a"
"Luc7l21",1.90943493089432e-22,0.267173611337309,0.302,0.164,2.85135918230449e-18,"5","Luc7l2"
"Banf11",6.19064309608998e-22,0.261557700493082,0.484,0.3,9.24448733539116e-18,"5","Banf1"
